Localidad,UPZ,Barrio
Usme,Chunniza (60),Brazuelo de Usme
Usme,Chunniza (60),Chunniza
Usme,Chunniza (60),El Curubo
Usme,Chunniza (60),El Pedregal - La Lira
Usme,Chunniza (60),El Salteador
Usme,Chunniza (60),La Esperanza
Usme,Chunniza (60),La María
Usme,Chunniza (60),La Picota - La Esperanza
Usme,Chunniza (60),Las Brisas
Usme,Chunniza (60),Las Flores
Usme,Chunniza (60),Las Mercedes
Usme,Chunniza (60),Lorenzo Alcantuz I
Usme,Chunniza (60),Lorenzo Alcantuz II
Usme,Chunniza (60),Los Altos del Brazuelo
Usme,Chunniza (60),Marichuela III
Usme,Chunniza (60),Monteblanco
Usme,Chunniza (60),Montevídeo
Usme,Chunniza (60),Nuevo San Luis
Usme,Chunniza (60),San Joaquín - El Uval
Usme,Chunniza (60),Sector Granjas de San Pedro
Usme,Chunniza (60),Tenerife
Usme,Chunniza (60),Tenerife II
Usme,Chunniza (60),Urbanización Chuniza I
Usme,Chunniza (60),Urbanización Jarón Monte Rubio
Usme,Chunniza (60),Urbanización Líbano
Usme,Zonas Rurales,Chisacá
Usme,Zonas Rurales,Curibital
Usme,Zonas Rurales,El Destino
Usme,Zonas Rurales,La Regadera
Usme,Zonas Rurales,Los Soches
Usme,Zonas Rurales,Uvala
Usme,Alfonso López (59),Portal del Divino
Usme,Alfonso López (59),Portal de la Vega
Usme,Alfonso López (59),Portal de Oriente
Usme,Alfonso López (59),Nuevo Progreso II Sector
Usme,Alfonso López (59),El Nuevo Portal II
Usme,Alfonso López (59),El Portal del Divino
Usme,Alfonso López (59),La Esmeralda
Usme,Comuneros (58),La Morena II
Usme,Comuneros (58),La Morena II (Sector Villa Sandra)
Usme,Comuneros (58),Nueva Esperanza
Usme,Comuneros (58),San Martin
Usme,Comuneros (58),Villa Neiza
Usme,Comuneros (58),Urbanización Cartagena
Usme,Comuneros (58),Urbanización La Andrea
Usme,Comuneros (58),Urbanización Miravalle
Usme,Comuneros (58),Urbanización Tequendama
Usme,Danubio (56),Danubio Azul (Sector I y II)
Usme,Danubio (56),La Fiscala
Usme,Danubio (56),Daza (Nota: Se considera Sector Fiscala)
Usme,Gran Yomasa (54),Urbanización Brasilia II Sector
Usme,Gran Yomasa (54),Urbanización Brasilia Sur
Usme,Gran Yomasa (54),Urbanización La Aurora II Etapa
Usme,Gran Yomasa (54),Urbanización San Andrés de Los Altos
Usme,Gran Yomasa (54),Santa Marta
Usme,Gran Yomasa (54),Santa Marta II Sector
Usme,Gran Yomasa (54),Pedregal (Sector Gran Yomasa)
Usme,La Flora (52),Parcelación San Pedro
Usme,La Flora (52),Altos del Pino
Usme,La Flora (52),San German
Usme,Ciudad Usme (55),Centro Usme
Usme,Ciudad Usme (55),El Oasis
Usme,Parque Entrenubes (57),Bolonia
Usme,Parque Entrenubes (57),San Isidro
Usme,Parque Entrenubes (57),La Esperanza Sur
Usme,UPR Rural,Curibital Alto
Usme,UPR Rural,Curibital Bajo
Usme,UPR Rural,El Hato
Usme,UPR Rural,El Uval
Usme,UPR Rural,Fisgá
Usme,UPR Rural,La Requilina
Usme,UPR Rural,Olarte
Usme,UPR Rural,Serranía
Usme,UPR Rural,Tihuaque Rural
Usme,UPR Rural,Tocaimita
Usme,Alfonso López (59),El Nuevo Portal II
Usme,Alfonso López (59),El Refugio I
Usme,Alfonso López (59),El Refugio II
Usme,Alfonso López (59),El Progreso II Sector
Usme,Alfonso López (59),Portal del Divino
Usme,Alfonso López (59),Portal de la Vega
Usme,Alfonso López (59),Portal de Oriente
Usme,Alfonso López (59),Urbanización La Aurora II Etapa
Usme,Alfonso López (59),Altos del Pino
Usme,Alfonso López (59),El Oasis
Usme,Alfonso López (59),Villa Nelly
Usme,Comuneros (58),Danubio
Usme,Comuneros (58),Danubio Azul (Sector I)
Usme,Comuneros (58),Danubio Azul (Sector II)
Usme,Comuneros (58),El Porvenir (Conjuntos)
Usme,Comuneros (58),Fiscala Los Tres Laureles
Usme,Comuneros (58),Fiscala Lote 16
Usme,Comuneros (58),La Morena II (Villa Sandra)
Usme,Comuneros (58),San Francisco
Usme,Comuneros (58),Villa Anita
Usme,Comuneros (58),Vianey
Usme,Danubio (56),El Espino
Usme,Danubio (56),El Mortiño
Usme,Danubio (56),El Rubí
Usme,Danubio (56),El Tuno
Usme,Danubio (56),El Virrey (Última Etapa)
Usme,Danubio (56),Finca La Esperanza
Usme,Gran Yomasa (54),San Juan II y III Sector
Usme,Gran Yomasa (54),San Librada Los Tejares
Usme,Gran Yomasa (54),Santa Librada La Sureña
Usme,Gran Yomasa (54),Santa Librada Norte
Usme,Gran Yomasa (54),Santa Librada Sector La Peña
Usme,Gran Yomasa (54),Santa Marta II
Usme,Gran Yomasa (54),Urbanización Brasilia
Usme,Gran Yomasa (54),El Curubo
Usme,Gran Yomasa (54),Chapinerito
Usme,Gran Yomasa (54),El Rosal-Mirador
Usme,Gran Yomasa (54),San Pedro (Sector Gran Yomasa)
Usme,La Flora (52),San Andrés de Los Altos (Urb. Costa Rica)
Usme,La Flora (52),San German
Usme,Parque Entrenubes (57),El Bosque Central
Usme,Parque Entrenubes (57),Tocaimita (Rural)
Usme,Ciudad Usme (55),Usme Pueblo (Centro)
Usme,UPR Rural,Chisacá
Usme,UPR Rural,Curibital
Usme,UPR Rural,El Destino
Usme,UPR Rural,La Regadera
Usme,UPR Rural,Los Soches (Rural)
Usme,UPR Rural,Tihuaque (Rural)
Usme,UPR Rural,Olarte
Usme,UPR Rural,Fisgá
Usme,UPR Rural,La Unión (Vereda)
Usme,UPR Rural,San Benito (Vereda)
Tunjuelito,Venecia (42),Condado de Santa Lucía
Tunjuelito,Venecia (42),Conjunto Residencial Nuevo Muzú
Tunjuelito,Venecia (42),El Carmen
Tunjuelito,Venecia (42),Escuela de Policía General Santander
Tunjuelito,Venecia (42),Fátima
Tunjuelito,Venecia (42),Isla del Sol
Tunjuelito,Venecia (42),Laguneta
Tunjuelito,Venecia (42),Nuevo Muzú
Tunjuelito,Venecia (42),Ontario
Tunjuelito,Venecia (42),Parque Metropolitano El Tunal
Tunjuelito,Venecia (42),Parque Real I
Tunjuelito,Venecia (42),Rincón de Muzú
Tunjuelito,Venecia (42),Rincón de Nuevo Muzú
Tunjuelito,Venecia (42),Rincón de Venecia
Tunjuelito,Venecia (42),Samore
Tunjuelito,Venecia (42),San Vicente
Tunjuelito,Venecia (42),San Vicente de Ferrer
Tunjuelito,Venecia (42),Santa Lucía
Tunjuelito,Venecia (42),Tejar de Ontario
Tunjuelito,Venecia (42),Tejar de Ontario - Villa Ximena
Tunjuelito,Venecia (42),Ciudad Tunal
Tunjuelito,Venecia (42),Venecia
Tunjuelito,Tunjuelito (62),Abraham Lincoln
Tunjuelito,Tunjuelito (62),Abraham Lincoln II
Tunjuelito,Tunjuelito (62),San Benito
Tunjuelito,Tunjuelito (62),San Benito Central
Tunjuelito,Tunjuelito (62),San Carlos
Tunjuelito,Tunjuelito (62),Tunal Oriental
Tunjuelito,Tunjuelito (62),Tunjuelito (Barrio)
Tunjuelito,Tunjuelito (62),Tunjuelito Antiguo
Tunjuelito,Tunjuelito (62),Área de Artillería (Nota: Uso dotacional)
Bosa,Bosa Occidental (84),Amaruc
Bosa,Bosa Occidental (84),Berlín
Bosa,Bosa Occidental (84),Berlín de Bosa La Libertad III
Bosa,Bosa Occidental (84),Betania
Bosa,Bosa Occidental (84),Bosa Nova
Bosa,Bosa Occidental (84),Bosa Nova II Sector
Bosa,Bosa Occidental (84),Bosalinda (Hildebrando Olarte)
Bosa,Bosa Occidental (84),Brasil II Sector
Bosa,Bosa Occidental (84),Brasil II Segunda Etapa
Bosa,Bosa Occidental (84),Brasil López y Piñeros
Bosa,Bosa Occidental (84),Brasil Materas Acacias San Jorge
Bosa,Bosa Occidental (84),Brasil Sector Barreto
Bosa,Bosa Occidental (84),Brasil Sector Portal y Castillo
Bosa,Bosa Occidental (84),Brasilia I Sector
Bosa,Bosa Occidental (84),Brasilia II Sector
Bosa,Bosa Occidental (84),Brasilia III Sector
Bosa,Bosa Occidental (84),Campo Hermoso
Bosa,Bosa Occidental (84),Casa Nueva
Bosa,Bosa Occidental (84),Chicó Sur
Bosa,Bosa Occidental (84),Chicalá
Bosa,Bosa Occidental (84),Ciudadela La Libertad II
Bosa,Bosa Occidental (84),Danubio
Bosa,Bosa Occidental (84),Danubio Azul I
Bosa,Bosa Occidental (84),Danubio II
Bosa,Bosa Occidental (84),Danubio III
Bosa,Bosa Occidental (84),Diamante Sur
Bosa,Bosa Occidental (84),El Bosque de Bosa
Bosa,Bosa Occidental (84),El Cauce
Bosa,Bosa Occidental (84),El Diamante
Bosa,Bosa Occidental (84),El Jazmín Sector El Triángulo
Bosa,Bosa Occidental (84),El Libertador
Bosa,Bosa Occidental (84),El Libertador II
Bosa,Bosa Occidental (84),El Paradero
Bosa,Bosa Occidental (84),Escocia
Bosa,Bosa Occidental (84),Escocia IX Sector
Bosa,Bosa Occidental (84),Finca El Porvenir Parcela 33
Bosa,Bosa Occidental (84),Holanda
Bosa,Bosa Occidental (84),Holanda I Sector
Bosa,Bosa Occidental (84),Holanda II Sector
Bosa,Bosa Occidental (84),Holanda III Sector
Bosa,Bosa Occidental (84),Holanda Sector Caminito
Bosa,Bosa Occidental (84),Hortelanos de Escocia
Bosa,Bosa Occidental (84),Jorge Uribe Botero
Bosa,Bosa Occidental (84),La Cabaña
Bosa,Bosa Occidental (84),La Concepción
Bosa,Bosa Occidental (84),La Concepción II Sector
Bosa,Bosa Occidental (84),La Dulcinea
Bosa,Bosa Occidental (84),La Esmeralda
Bosa,Bosa Occidental (84),La Esperanza I
Bosa,Bosa Occidental (84),La Esperanza II Sector
Bosa,Bosa Occidental (84),La Estanzuela
Bosa,Bosa Occidental (84),La Estanzuela II
Bosa,Bosa Occidental (84),La Florida IV Sector
Bosa,Bosa Occidental (84),La Fontana de Bosa La Libertad
Bosa,Bosa Occidental (84),La Fontana I y II
Bosa,Bosa Occidental (84),La Independencia
Bosa,Bosa Occidental (84),La Independencia II Sector
Bosa,Bosa Occidental (84),La Libertad
Bosa,Bosa Occidental (84),La Libertad II
Bosa,Bosa Occidental (84),La Libertad III
Bosa,Bosa Occidental (84),La Libertad IV
Bosa,Bosa Occidental (84),La Libertad Sector Magnolia
Bosa,Bosa Occidental (84),La Paz
Bosa,Bosa Occidental (84),La Paz II Sector
Bosa,Bosa Occidental (84),La Paz III
Bosa,Bosa Occidental (84),La Paz San Ignacio
Bosa,Bosa Occidental (84),La Paz San Ignacio Sector La Esperanza
Bosa,Bosa Occidental (84),La Paz Sector San Ignacio Las Vegas
Bosa,Bosa Occidental (84),La Portada
Bosa,Bosa Occidental (84),La Portada II
Bosa,Bosa Occidental (84),La Portada III Sector
Bosa,Bosa Occidental (84),Las Margaritas Sector I y II
Bosa,Bosa Occidental (84),Las Vegas
Bosa,Bosa Occidental (84),Los Héroes
Bosa,Bosa Occidental (84),Los Ocales
Bosa,Bosa Occidental (84),Nuestra Señora de la Paz
Bosa,Bosa Occidental (84),Nueva Escocia
Bosa,Bosa Occidental (84),Nueva Esperanza
Bosa,Bosa Occidental (84),Porvenir La Concepción
Bosa,Bosa Occidental (84),Porvenir Parcela 17A y 17B
Bosa,Bosa Occidental (84),Potreritos
Bosa,Bosa Occidental (84),San Antonio
Bosa,Bosa Occidental (84),San Antonio de Bosa
Bosa,Bosa Occidental (84),San Antonio de Escocia
Bosa,Bosa Occidental (84),San Antonio de Escocia II
Bosa,Bosa Occidental (84),San Bernardino
Bosa,Bosa Occidental (84),San Bernardino Sector II
Bosa,Bosa Occidental (84),San Bernardino Sector Protrerito
Bosa,Bosa Occidental (84),San Bernardino Sector Villa Emma
Bosa,Bosa Occidental (84),San Diego La Paz IV Sector
Bosa,Bosa Occidental (84),San Fernando N.S. de la Paz
Bosa,Bosa Occidental (84),San Javier
Bosa,Bosa Occidental (84),San Joaquín
Bosa,Bosa Occidental (84),San Jorge
Bosa,Bosa Occidental (84),San Jorge II
Bosa,Bosa Occidental (84),San Juanito
Bosa,Bosa Occidental (84),San Luis
Bosa,Bosa Occidental (84),San Luis II
Bosa,Bosa Occidental (84),San Martín
Bosa,Bosa Occidental (84),Santa Fe Bosa
Bosa,Bosa Occidental (84),Santa Lucía
Bosa,Bosa Occidental (84),Sub Santa Lucía
Bosa,Bosa Occidental (84),Sub Triángulo Las Materas
Bosa,Bosa Occidental (84),Sub Urb. Claretiana
Bosa,Bosa Occidental (84),Urbanización La Aurora
Bosa,Bosa Occidental (84),Urbanización La Esperanza
Bosa,Bosa Occidental (84),Urbanización La Sultana
Bosa,Bosa Occidental (84),Urbanización San Pedro
Bosa,Bosa Occidental (84),Vereda El Porvenir Sector Brasil
Bosa,Bosa Occidental (84),Villa Carolina
Bosa,Bosa Occidental (84),Villa Clemencia
Bosa,Bosa Occidental (84),Villa Clemencia Sector Tierra Grata
Bosa,Bosa Occidental (84),Villa Colombia
Bosa,Bosa Occidental (84),Villa Colombia II
Bosa,Bosa Occidental (84),Villa de Los Comuneros
Bosa,Bosa Central (85),Andalucía
Bosa,Bosa Central (85),Andalucía II
Bosa,Bosa Central (85),Antonia Santos
Bosa,Bosa Central (85),Argelia
Bosa,Bosa Central (85),Argelia II
Bosa,Bosa Central (85),Bosa (Centro)
Bosa,Bosa Central (85),Bosa La Azucena Mz A
Bosa,Bosa Central (85),Bosa La Azucena Mz B
Bosa,Bosa Central (85),Bosa La Estación
Bosa,Bosa Central (85),Bosa Las Margaritas
Bosa,Bosa Central (85),Bosa Llano de Bosa (San Eduardo)
Bosa,Bosa Central (85),Bosa Nova El Porvenir
Bosa,Bosa Central (85),Carlos Albán
Bosa,Bosa Central (85),Carlos Albán Holguín Nueva Granada
Bosa,Bosa Central (85),Carlos Albán Sector Israelita
Bosa,Bosa Central (85),Carlos Albán Sector Miraflores
Bosa,Bosa Central (85),Charles de Gaulle
Bosa,Bosa Central (85),Charles de Gaulle II
Bosa,Bosa Central (85),Claretiano
Bosa,Bosa Central (85),El Jardín
Bosa,Bosa Central (85),El Jardín San Eugenio
Bosa,Bosa Central (85),El Llano (Sector Guzmán)
Bosa,Bosa Central (85),El Llano Mz A
Bosa,Bosa Central (85),El Llano Sector Fandiño
Bosa,Bosa Central (85),El Palmar
Bosa,Bosa Central (85),El Portal I y II Sector
Bosa,Bosa Central (85),El Progreso
Bosa,Bosa Central (85),El Retazo
Bosa,Bosa Central (85),El Triunfo (Sector Bosa Central)
Bosa,Bosa Central (85),Gran Colombiano
Bosa,Bosa Central (85),Gran Colombiano II Sector
Bosa,Bosa Central (85),Gualoche
Bosa,Bosa Central (85),Hermanos Barragán
Bosa,Bosa Central (85),Humberto Valencia I
Bosa,Bosa Central (85),Humberto Valencia II
Bosa,Bosa Central (85),Islandia
Bosa,Bosa Central (85),Islandia II Sector
Bosa,Bosa Central (85),Islandia III Sector
Bosa,Bosa Central (85),Jiménez de Quesada
Bosa,Bosa Central (85),Jiménez de Quesada II Sector
Bosa,Bosa Central (85),José Antonio Galán
Bosa,Bosa Central (85),José María Carbonell I Sector
Bosa,Bosa Central (85),José María Carbonell II Sector
Bosa,Bosa Central (85),La Amistad
Bosa,Bosa Central (85),La Aurora
Bosa,Bosa Central (85),La Azucena
Bosa,Bosa Central (85),La Azucena Sector El Triángulo
Bosa,Bosa Central (85),La Cruz de Terreros
Bosa,Bosa Central (85),La Ele II Sector Los Laureles
Bosa,Bosa Central (85),La Esmeralda
Bosa,Bosa Central (85),La Esperanza de Tibanica
Bosa,Bosa Central (85),La Estación
Bosa,Bosa Central (85),La Paz San Ignacio
Bosa,Bosa Central (85),Las Margaritas
Bosa,Bosa Central (85),Las Margaritas III
Bosa,Bosa Central (85),Laureles La Estación
Bosa,Bosa Central (85),Laureles III Sector
Bosa,Bosa Central (85),Llano Oriental
Bosa,Bosa Central (85),Los Centauros
Bosa,Bosa Central (85),Los Laureles del Sur
Bosa,Bosa Central (85),Los Naranjos
Bosa,Bosa Central (85),Los Sauces
Bosa,Bosa Central (85),Los Sauces Sector Los Cedros
Bosa,Bosa Central (85),Macarena La Y
Bosa,Bosa Central (85),Manzanares
Bosa,Bosa Central (85),Naranjos El Retazo
Bosa,Bosa Central (85),Nicolás Escobar
Bosa,Bosa Central (85),Nueva Granada
Bosa,Bosa Central (85),Nueva Granada II Sector
Bosa,Bosa Central (85),Nueva Granada V Sector
Bosa,Bosa Central (85),Osorio X
Bosa,Bosa Central (85),Osorio XIII
Bosa,Bosa Central (85),Pablo VI
Bosa,Bosa Central (85),Paso Ancho
Bosa,Bosa Central (85),Piamonte
Bosa,Bosa Central (85),Providencia
Bosa,Bosa Central (85),Riviera II
Bosa,Bosa Central (85),Rubén Galán
Bosa,Bosa Central (85),Sabio Caldas
Bosa,Bosa Central (85),San Diego
Bosa,Bosa Central (85),San Eugenio
Bosa,Bosa Central (85),San Eugenio II
Bosa,Bosa Central (85),San José Los Naranjos
Bosa,Bosa Central (85),San Judas B
Bosa,Bosa Central (85),San Pablo I Sector
Bosa,Bosa Central (85),San Pablo II Sector
Bosa,Bosa Central (85),Santa Fe
Bosa,Bosa Central (85),Santa Lucía
Bosa,Bosa Central (85),Santa Marta Casa Caída
Bosa,Bosa Central (85),Sub Urbanización Claretiana
Bosa,Bosa Central (85),Tívoli
Bosa,Bosa Central (85),Urbanización El Tanque de Bosa
Bosa,Bosa Central (85),Urbanización Getsemaní
Bosa,Bosa Central (85),Urbanización La Avenida Bosa
Bosa,Bosa Central (85),Urbanización Llano Oriental
Bosa,Bosa Central (85),Urbanización Tanque de Bosa
Bosa,Bosa Central (85),Vereda Sector San José Villa Anay
Bosa,Bosa Central (85),Villa Anay
Bosa,Bosa Central (85),Villa Nohora
Bosa,Bosa Central (85),Villas del Progreso
Bosa,Bosa Central (85),Villa Karen
Bosa,Bosa Central (85),Villa Karen El Recreo
Bosa,Bosa Central (85),Xochimilco
Bosa,Bosa Central (85),Yuli Fernanda
Bosa,El Porvenir (86),Antonio Nariño
Bosa,El Porvenir (86),Bosa Nova El Porvenir
Bosa,El Porvenir (86),Caldas
Bosa,El Porvenir (86),Campo Hermoso
Bosa,El Porvenir (86),Cañaveralejo
Bosa,El Porvenir (86),Casa Nueva
Bosa,El Porvenir (86),Chicó Sur
Bosa,El Porvenir (86),Chicalá
Bosa,El Porvenir (86),Ciudadela La Libertad II
Bosa,El Porvenir (86),El Anhelo
Bosa,El Porvenir (86),El Corzo Desarrollo
Bosa,El Porvenir (86),El Porvenir II Sector
Bosa,El Porvenir (86),El Porvenir III
Bosa,El Porvenir (86),El Porvenir Sector Brasil
Bosa,El Porvenir (86),El Porvenir San Luis
Bosa,El Porvenir (86),El Progreso II Sector
Bosa,El Porvenir (86),El Recuerdo
Bosa,El Porvenir (86),El Recuerdo 4 A
Bosa,El Porvenir (86),El Recuerdo II
Bosa,El Porvenir (86),El Recuerdo de Santa Fe
Bosa,El Porvenir (86),Los Eucaliptos
Bosa,El Porvenir (86),Paso Ancho
Bosa,El Porvenir (86),Villa Carolina
Bosa,El Porvenir (86),Villa Clemencia
Bosa,El Porvenir (86),Villa Clemencia Sector Tierra Grata
Bosa,El Porvenir (86),Villa Colombia
Bosa,El Porvenir (86),Villa Esmeralda
Bosa,Tintal Sur (87),Ciudadela El Recreo
Bosa,Tintal Sur (87),El Matorral
Bosa,Tintal Sur (87),El Matorral de San Bernardino
Bosa,Tintal Sur (87),El Triunfo
Bosa,Tintal Sur (87),El Triunfo de San Bernardino
Bosa,Tintal Sur (87),Kasay de los Venados (en Ciudadela El Recreo)
Bosa,Tintal Sur (87),La Vega de San Bernardino Bajo
Bosa,Tintal Sur (87),Potreritos
Bosa,Tintal Sur (87),San Bernardino Sector Potrerito
Bosa,Tintal Sur (87),San Bernardino XVI
Bosa,Tintal Sur (87),San Bernardino XVII
Bosa,Tintal Sur (87),San Bernardino XVIII
Bosa,Tintal Sur (87),San Bernardino XIX
Bosa,Tintal Sur (87),San Bernardino XXII
Bosa,Tintal Sur (87),San Bernardino XXV
Bosa,Tintal Sur (87),Santa Mónica I-IV etapas (en Ciudadela El Recreo)
Bosa,Tintal Sur (87),Vereda de San Bernardino (Sectores 16, 17, 18, 19, 22, 25)
Bosa,Tintal Sur (87),Vereda San José Sector II
Bosa,Tintal Sur (87),Villas de Vizcaya (en Ciudadela El Recreo)
Kennedy,Castilla (46),Aloha Sector Norte
Kennedy,Castilla (46),Andalucía
Kennedy,Castilla (46),Andalucía II Sector
Kennedy,Castilla (46),Agrupación de Vivienda Pío XII
Kennedy,Castilla (46),Bavaria
Kennedy,Castilla (46),Bavaria Techo II Sector I Etapa
Kennedy,Castilla (46),Bavaria Techo II Sector II Etapa
Kennedy,Castilla (46),Bosques de Castilla
Kennedy,Castilla (46),Castilla (Barrio)
Kennedy,Castilla (46),Ciudad Don Bosco
Kennedy,Castilla (46),Ciudad Favidi
Kennedy,Castilla (46),Ciudad Techo 1
Kennedy,Castilla (46),El Castillo
Kennedy,Castilla (46),El Condado de la Paz
Kennedy,Castilla (46),El Rincón de Castilla
Kennedy,Castilla (46),El Rincón de Los Ángeles
Kennedy,Castilla (46),El Tintal
Kennedy,Castilla (46),El Vergel
Kennedy,Castilla (46),El Vergel Occidental
Kennedy,Castilla (46),Lagos de Castilla
Kennedy,Castilla (46),Las Dos Avenidas I Etapa
Kennedy,Castilla (46),Las Dos Avenidas II Etapa
Kennedy,Castilla (46),Monterrey
Kennedy,Castilla (46),Nuestra Señora de la Paz
Kennedy,Castilla (46),Perpetuo Socorro II
Kennedy,Castilla (46),Pío XII
Kennedy,Castilla (46),San Juan del Castillo
Kennedy,Castilla (46),San José Occidental
Kennedy,Castilla (46),Santa Catalina Sector I
Kennedy,Castilla (46),Santa Catalina Sector II
Kennedy,Castilla (46),Santa Cecilia
Kennedy,Castilla (46),Urbanización Bavaria
Kennedy,Castilla (46),Urbanización Castilla La Nueva
Kennedy,Castilla (46),Urbanización Castilla Los Mandriles
Kennedy,Castilla (46),Urbanización Castilla Real
Kennedy,Castilla (46),Urbanización Castilla Reservado
Kennedy,Castilla (46),Urbanización Catania
Kennedy,Castilla (46),Urbanización Pío XII
Kennedy,Castilla (46),Urbanización Pío XII Valladolid
Kennedy,Castilla (46),Villa Galante
Kennedy,Castilla (46),Villa Liliana
Kennedy,Castilla (46),Villa Mariana
Kennedy,Castilla (46),Visión de Colombia
Bosa,Apogeo (49),Agrupación Multifamiliar Villa Emilia
Bosa,Apogeo (49),Andalucía (Desarrollo)
Bosa,Apogeo (49),Carboquímica Ltda
Bosa,Apogeo (49),Cementerio
Bosa,Apogeo (49),Ciudadela Industrial R.C.
Bosa,Apogeo (49),Class
Bosa,Apogeo (49),El Motorista
Bosa,Apogeo (49),El Portal San Bernardino
Bosa,Apogeo (49),Fábrica General Electric
Bosa,Apogeo (49),Finca San Nicolás
Bosa,Apogeo (49),Hermanos Barragán
Bosa,Apogeo (49),Industrial
Bosa,Apogeo (49),Induagro Ltda
Bosa,Apogeo (49),Jaqueline
Bosa,Apogeo (49),Jardines del Apogeo
Bosa,Apogeo (49),José Antonio Galán (Desarrollo)
Bosa,Apogeo (49),La Estación
Bosa,Apogeo (49),La Ilusión (Desarrollo)
Bosa,Apogeo (49),La Riviera
Bosa,Apogeo (49),La Estancia
Bosa,Apogeo (49),Movil Oil Company
Bosa,Apogeo (49),Nicolás Escobar
Bosa,Apogeo (49),Nuevo Chile
Bosa,Apogeo (49),Olarte (Urbanización)
Bosa,Apogeo (49),Panaco-Indega
Bosa,Apogeo (49),Predio La Vega
Bosa,Apogeo (49),Primavera Sur
Bosa,Apogeo (49),Providencia
Bosa,Apogeo (49),San Eugenio
Bosa,Apogeo (49),San Eugenio II
Bosa,Apogeo (49),San Isidro
Bosa,Apogeo (49),San Bernardino
Bosa,Apogeo (49),San Bernardino Sector II
Bosa,Apogeo (49),San Bernardino Sector Potrerito
Bosa,Apogeo (49),San Bernardino Sector Villa Emma
Bosa,Apogeo (49),Topluz
Bosa,Apogeo (49),Urbanización Clarelandia del Sur
Bosa,Apogeo (49),Urbanización Gecolsa
Bosa,Apogeo (49),Urbanización Villa del Río
Bosa,Apogeo (49),Urbanización Villa Ñora
Bosa,Apogeo (49),Villa del Río II - VII Etapas
Kennedy,Américas (44),Agrupación Pío X
Kennedy,Américas (44),Alférez Real
Kennedy,Américas (44),Aloha
Kennedy,Américas (44),Alsacia
Kennedy,Américas (44),Américas Central
Kennedy,Américas (44),Américas Occidental I, II y III Etapa
Kennedy,Américas (44),Américas Sector Galán
Kennedy,Américas (44),Antiguo Hipódromo de Techo II Etapa
Kennedy,Américas (44),Áticos de las Américas
Kennedy,Américas (44),Cooperativa de Suboficiales
Kennedy,Américas (44),El Condado de la Paz
Kennedy,Américas (44),La Igualdad I Sector
Kennedy,Américas (44),La Igualdad II Sector
Kennedy,Américas (44),La Llanura Manzana P
Kennedy,Américas (44),Las Américas
Kennedy,Américas (44),Los Pinos de Marsella
Kennedy,Américas (44),Los Sauces (Sauces Robles)
Kennedy,Américas (44),Lusitania
Kennedy,Américas (44),Marsella
Kennedy,Américas (44),Marsella Sector Norte I y II
Kennedy,Américas (44),Multifamiliares La Paz El Ferrol
Kennedy,Américas (44),Nuestra Señora de La Paz
Kennedy,Américas (44),San José Occidental
Kennedy,Américas (44),Talavera de la Reina (Agrupación de Vivienda Talavera)
Kennedy,Américas (44),Unidad Oviedo
Kennedy,Américas (44),Urbanización Bavaria
Kennedy,Américas (44),Villa Adriana
Kennedy,Carvajal (45),Alquería de la Fragua
Kennedy,Carvajal (45),Alquerías de la Fragua Sector San Pedro
Kennedy,Carvajal (45),Alquerías de la Fragua Sector Santa Yolanda
Kennedy,Carvajal (45),Carvajal
Kennedy,Carvajal (45),Carvajal II Sector
Kennedy,Carvajal (45),Carvajal Osorio
Kennedy,Carvajal (45),Carvajal Techo I Sector
Kennedy,Carvajal (45),Condado El Rey
Kennedy,Carvajal (45),Desarrollo Nueva York
Kennedy,Carvajal (45),El Progreso I Sector
Kennedy,Carvajal (45),El Progreso II Sector
Kennedy,Carvajal (45),El Triángulo
Kennedy,Carvajal (45),Favidi (Conjunto Residencial)
Kennedy,Carvajal (45),Fundadores
Kennedy,Carvajal (45),Jardines de Castilla
Kennedy,Carvajal (45),La Chucua
Kennedy,Carvajal (45),Las Delicias
Kennedy,Carvajal (45),Provivienda
Kennedy,Carvajal (45),Provivienda Oriental
Kennedy,Carvajal (45),Renania (Antes La Chucua)
Kennedy,Carvajal (45),Urbanización Carvajal
Kennedy,Carvajal (45),Urbanización Los Pinos
Kennedy,Carvajal (45),Valencia La Chucua
Kennedy,Carvajal (45),Villa Adriana
Kennedy,Carvajal (45),Villa Lucerna
Kennedy,Kennedy Central (47),Abraham Lincoln
Kennedy,Kennedy Central (47),Bertha Hernández de Ospina (Urbanización)
Kennedy,Kennedy Central (47),Camilo Torres
Kennedy,Kennedy Central (47),Centroamérica (Urbanización)
Kennedy,Kennedy Central (47),Ciudad Kennedy Central
Kennedy,Kennedy Central (47),Ciudad Kennedy Norte
Kennedy,Kennedy Central (47),Ciudad Kennedy Occidental
Kennedy,Kennedy Central (47),Ciudad Kennedy Oriental
Kennedy,Kennedy Central (47),Ciudad Kennedy Sur
Kennedy,Kennedy Central (47),Ciudad Kennedy Súper Manzana 10
Kennedy,Kennedy Central (47),Ciudad Kennedy Súper Manzana 13
Kennedy,Kennedy Central (47),Conjunto Residencial Manuel Mejía
Kennedy,Kennedy Central (47),El Descanso
Kennedy,Kennedy Central (47),El Jordán
Kennedy,Kennedy Central (47),El Jordán II y III
Kennedy,Kennedy Central (47),El Palenque
Kennedy,Kennedy Central (47),El Porvenir II Sector
